AÑO,TRIMESTRE,COD_DEPARTAMENTO,DEPARTAMENTO,COD_MUNICIPIO,MUNICIPIO,No. ACCESOS FIJOS A INTERNET,POBLACIÓN DANE,INDICE
2022,3,25,CUNDINAMARCA,25513,PACHO,3943,27672,"0,1425"
2020,1,17,CALDAS,17541,PENSILVANIA,602,19755,"0,0305"
2022,2,85,CASANARE,85015,CHAMEZA,73,2676,"0,0273"
2020,3,68,SANTANDER,68669,SAN ANDRES,41,8596,"0,0048"
2019,4,68,SANTANDER,68615,RIONEGRO,125,26746,"0,0047"
2020,4,05,ANTIOQUIA,05190,CISNEROS,1874,9936,"0,1886"
2020,1,27,CHOCO,27245,EL CARMEN DE ATRATO,130,8212,"0,0158"
2019,4,52,NARI�O,52696,SANTA BARBARA,21,13331,"0,0016"
2022,3,25,CUNDINAMARCA,25772,SUESCA,1789,20098,"0,089"
2019,4,05,ANTIOQUIA,05154,CAUCASIA,11405,93044,"0,1226"
2020,3,25,CUNDINAMARCA,25781,SUTATAUSA,61,6441,"0,0095"
2022,3,81,ARAUCA,81736,SARAVENA,5923,65314,"0,0907"
2020,2,05,ANTIOQUIA,05308,GIRARDOTA,8556,54439,"0,1572"
2019,4,25,CUNDINAMARCA,25040,ANOLAIMA,384,14161,"0,0271"
2020,1,27,CHOCO,27810,UNION PANAMERICANA,27,6982,"0,0039"
2019,4,68,SANTANDER,68524,PALMAS DEL SOCORRO,13,2584,"0,005"
2020,1,27,CHOCO,27660,SAN JOSE DEL PALMAR,31,4961,"0,0062"
2020,1,05,ANTIOQUIA,05138,CA�ASGORDAS,760,15552,"0,0489"
2019,4,52,NARI�O,52786,TAMINANGO,38,17866,"0,0021"
2020,1,25,CUNDINAMARCA,25148,CAPARRAPI,256,12990,"0,0197"
2019,4,15,BOYACA,15097,BOAVITA,42,4888,"0,0086"
2020,3,54,NORTE DE SANTANDER,54347,HERRAN,32,7326,"0,0044"
2022,3,70,SUCRE,70215,COROZAL,6928,72582,"0,0955"
2020,3,68,SANTANDER,68432,MALAGA,1033,21672,"0,0477"
2020,2,76,VALLE DEL CAUCA,76606,RESTREPO,211,15304,"0,0138"
2020,2,41,HUILA,41078,BARAYA,84,8269,"0,0102"
2019,4,76,VALLE DEL CAUCA,76020,ALCALA,1037,14189,"0,0731"
2020,3,73,TOLIMA,73352,ICONONZO,198,11893,"0,0166"
2019,4,25,CUNDINAMARCA,25214,COTA,7931,34948,"0,2269"
2020,1,25,CUNDINAMARCA,25779,SUSA,130,7067,"0,0184"
2022,3,05,ANTIOQUIA,05148,EL CARMEN DE VIBORAL,12701,64546,"0,1968"
2020,4,25,CUNDINAMARCA,25322,GUASCA,825,16934,"0,0487"
2019,4,20,CESAR,20238,EL COPEY,31,30957,"0,001"
2020,4,05,ANTIOQUIA,05150,CAROLINA,468,3972,"0,1178"
2020,2,20,CESAR,20770,SAN MARTIN,468,28769,"0,0163"
2022,2,50,META,50124,CABUYARO,57,6291,"0,0091"
2019,4,15,BOYACA,15114,BUSBANZA,8,1138,"0,007"
2021,1,97,VAUPES,97001,MITU,32,34307,"0,0009"
2020,3,76,VALLE DEL CAUCA,76364,JAMUNDI,35936,167147,"0,215"
2020,4,25,CUNDINAMARCA,25312,GRANADA,260,7931,"0,0328"
2020,2,15,BOYACA,15469,MONIQUIRA,973,23036,"0,0422"
2019,4,95,GUAVIARE,95015,CALAMAR,337,9801,"0,0344"
2020,1,54,NORTE DE SANTANDER,54398,LA PLAYA,20,8003,"0,0025"
2020,1,15,BOYACA,15632,SABOYA,46,13849,"0,0033"
2020,2,20,CESAR,20750,SAN DIEGO,355,20470,"0,0173"
2022,2,23,CORDOBA,23660,SAHAGUN,5913,111882,"0,0529"
2020,3,54,NORTE DE SANTANDER,54250,EL TARRA,327,21926,"0,0149"
2019,4,73,TOLIMA,73873,VILLARRICA,25,5021,"0,005"
2020,2,73,TOLIMA,73671,SALDA�A,243,14473,"0,0168"
2020,1,25,CUNDINAMARCA,25322,GUASCA,753,16934,"0,0445"
2019,4,85,CASANARE,85230,OROCUE,23,12514,"0,0018"
2019,4,85,CASANARE,85010,AGUAZUL,2530,37513,"0,0674"
2020,2,23,CORDOBA,23807,TIERRALTA,3684,95177,"0,0387"
2020,1,47,MAGDALENA,47798,TENERIFE,110,13503,"0,0081"
2020,3,76,VALLE DEL CAUCA,76243,EL AGUILA,82,8562,"0,0096"
2020,4,68,SANTANDER,68679,SAN GIL,8517,59670,"0,1427"
2020,3,19,CAUCA,19760,SOTARA,22,14210,"0,0015"
2020,1,25,CUNDINAMARCA,25645,SAN ANTONIO DEL TEQUENDAMA,66,12829,"0,0051"
2020,2,05,ANTIOQUIA,05893,YONDO,1172,20110,"0,0583"
2019,4,15,BOYACA,15723,SATIVASUR,14,1100,"0,0127"
2020,1,52,NARI�O,52540,POLICARPA,43,9779,"0,0044"
2020,2,15,BOYACA,15299,GARAGOA,401,18322,"0,0219"
2020,4,68,SANTANDER,68152,CARCASI,21,4259,"0,0049"
2020,3,50,META,50006,ACACIAS,15883,91829,"0,173"
2019,4,44,LA GUAJIRA,44001,RIOHACHA,21473,195747,"0,1097"
2022,3,68,SANTANDER,68820,TONA,136,7865,"0,0173"
2019,4,13,BOLIVAR,13744,SIMITI,53,18678,"0,0028"
2020,4,68,SANTANDER,68276,FLORIDABLANCA,73092,307896,"0,2374"
2020,1,18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,2491,52593,"0,0474"
2020,3,47,MAGDALENA,47288,FUNDACION,3188,70491,"0,0452"
2020,2,13,BOLIVAR,13140,CALAMAR,161,23097,"0,007"
2020,3,47,MAGDALENA,47675,SALAMINA,402,11295,"0,0356"
2020,1,73,TOLIMA,73067,ATACO,60,19117,"0,0031"
2019,4,15,BOYACA,15673,SAN MATEO,32,3204,"0,01"
2020,4,86,PUTUMAYO,86885,VILLAGARZON,302,24096,"0,0125"
2019,4,17,CALDAS,17388,LA MERCED,90,5916,"0,0152"
2022,3,54,NORTE DE SANTANDER,54405,LOS PATIOS,17345,99081,"0,1751"
2019,4,76,VALLE DEL CAUCA,76250,EL DOVIO,73,8711,"0,0084"
2020,4,76,VALLE DEL CAUCA,76233,DAGUA,5444,49015,"0,1111"
2022,3,68,SANTANDER,68324,GUAVATA,14,4270,"0,0033"
2022,3,25,CUNDINAMARCA,25473,MOSQUERA,39521,161610,"0,2445"
2019,4,68,SANTANDER,68755,SOCORRO,3125,32965,"0,0948"
2020,4,47,MAGDALENA,47170,CHIBOLO,16,23388,"0,0007"
2020,2,41,HUILA,41132,CAMPOALEGRE,2354,31357,"0,0751"
2020,4,85,CASANARE,85400,TAMARA,24,6567,"0,0037"
2020,2,17,CALDAS,17042,ANSERMA,2671,36691,"0,0728"
2020,4,97,VAUPES,97666,TARAIRA,3,2423,"0,0012"
2020,2,20,CESAR,20175,CHIMICHAGUA,279,36229,"0,0077"
2020,1,15,BOYACA,15204,COMBITA,154,13280,"0,0116"
2021,2,68,SANTANDER,68121,CABRERA,11,2043,"0,0054"
2020,1,05,ANTIOQUIA,05873,VIGIA DEL FUERTE,197,9423,"0,0209"
2022,3,15,BOYACA,15806,TIBASOSA,1372,13579,"0,101"
2022,2,19,CAUCA,19701,SANTA ROSA,46,5469,"0,0084"
2020,1,15,BOYACA,15248,EL ESPINO,23,3054,"0,0075"
2019,4,15,BOYACA,15693,SANTA ROSA DE VITERBO,48,13205,"0,0036"
2021,2,15,BOYACA,15092,BETEITIVA,22,1949,"0,0113"
2022,2,15,BOYACA,15740,SIACHOQUE,104,6865,"0,0151"
2022,2,85,CASANARE,85001,YOPAL,35786,180513,"0,1982"
2020,2,17,CALDAS,17513,PACORA,792,15324,"0,0517"
2020,3,23,CORDOBA,23500,MO�ITOS,243,30580,"0,0079"
2020,4,47,MAGDALENA,47545,PIJI�O DEL CARMEN,5,12908,"0,0004"
2022,3,13,BOLIVAR,13894,ZAMBRANO,183,12634,"0,0145"
2019,4,18,CAQUETA,18256,EL PAUJIL,435,18251,"0,0238"
2021,1,17,CALDAS,17444,MARQUETALIA,81,13606,"0,006"
2020,4,05,ANTIOQUIA,05440,MARINILLA,7755,67893,"0,1142"
2020,3,91,AMAZONAS,91001,LETICIA,1309,49737,"0,0263"
2021,2,17,CALDAS,17444,MARQUETALIA,76,13606,"0,0056"
2020,4,52,NARI�O,52019,ALBAN,298,9320,"0,032"
2020,3,20,CESAR,20011,AGUACHICA,9984,118652,"0,0841"
2020,3,23,CORDOBA,23855,VALENCIA,1286,36343,"0,0354"
2020,2,76,VALLE DEL CAUCA,76497,OBANDO,995,12042,"0,0826"
2020,4,25,CUNDINAMARCA,25377,LA CALERA,8030,32917,"0,2439"
2020,4,63,QUINDIO,63001,ARMENIA,86124,304764,"0,2826"
2022,3,13,BOLIVAR,13212,CORDOBA,191,16892,"0,0113"
2020,3,15,BOYACA,15403,LA UVITA,11,2730,"0,004"
2020,4,13,BOLIVAR,13838,TURBANA,726,17412,"0,0417"
2020,4,73,TOLIMA,73200,COELLO,38,8320,"0,0046"
2019,4,15,BOYACA,15455,MIRAFLORES,185,8937,"0,0207"
2019,4,50,META,50110,BARRANCA DE UPIA,525,6513,"0,0806"
2019,4,20,CESAR,20045,BECERRIL,87,22542,"0,0039"
2022,2,27,CHOCO,27001,QUIBDO,20323,132918,"0,1529"
2020,3,76,VALLE DEL CAUCA,76895,ZARZAL,4707,42407,"0,111"
2020,1,18,CAQUETA,18029,ALBANIA,18,4396,"0,0041"
2022,3,76,VALLE DEL CAUCA,76828,TRUJILLO,697,19220,"0,0363"
2019,4,13,BOLIVAR,13688,SANTA ROSA DEL SUR,740,33701,"0,022"
2020,3,05,ANTIOQUIA,05079,BARBOSA,7217,54347,"0,1328"
2020,3,19,CAUCA,19622,ROSAS,13,11539,"0,0011"
2020,2,25,CUNDINAMARCA,25871,VILLAGOMEZ,24,1826,"0,0131"
2020,4,25,CUNDINAMARCA,25572,PUERTO SALGAR,514,16671,"0,0308"
2020,3,05,ANTIOQUIA,05148,EL CARMEN DE VIBORAL,6761,62581,"0,108"
2022,2,17,CALDAS,17777,SUPIA,2618,29884,"0,0876"
2019,4,23,CORDOBA,23182,CHINU,2706,48323,"0,056"
2020,1,13,BOLIVAR,13006,ACHI,50,24900,"0,002"
2020,3,68,SANTANDER,68160,CEPITA,177,2025,"0,0874"
2020,2,27,CHOCO,27810,UNION PANAMERICANA,28,6982,"0,004"
2020,4,41,HUILA,41026,ALTAMIRA,439,4367,"0,1005"
2022,2,18,CAQUETA,18592,PUERTO RICO,287,26838,"0,0107"
2020,1,52,NARI�O,52573,PUERRES,39,8365,"0,0047"
2020,2,08,ATLANTICO,08549,PIOJO,18,7089,"0,0025"
2020,3,25,CUNDINAMARCA,25286,FUNZA,23052,105086,"0,2194"
2020,1,08,ATLANTICO,08832,TUBARA,63,18846,"0,0033"
2020,2,76,VALLE DEL CAUCA,76248,EL CERRITO,7608,57133,"0,1332"
2020,1,15,BOYACA,15759,SOGAMOSO,24816,131105,"0,1893"
2019,4,85,CASANARE,85279,RECETOR,16,1718,"0,0093"
2020,2,25,CUNDINAMARCA,25394,LA PALMA,61,9810,"0,0062"
2019,4,13,BOLIVAR,13836,TURBACO,10363,109813,"0,0944"
2019,4,25,CUNDINAMARCA,25320,GUADUAS,1109,31869,"0,0348"
2020,3,15,BOYACA,15106,BRICE�O,20,2163,"0,0092"
2020,1,44,LA GUAJIRA,44110,EL MOLINO,16,7879,"0,002"
2020,3,15,BOYACA,15810,TIPACOQUE,11,3290,"0,0033"
2020,2,54,NORTE DE SANTANDER,54347,HERRAN,32,7326,"0,0044"
2020,2,52,NARI�O,52788,TANGUA,36,13321,"0,0027"
2019,4,25,CUNDINAMARCA,25772,SUESCA,213,17902,"0,0119"
2020,1,19,CAUCA,19397,LA VEGA,21,24642,"0,0009"
2019,4,86,PUTUMAYO,86865,VALLE DEL GUAMUEZ,891,34082,"0,0261"
2020,2,54,NORTE DE SANTANDER,54313,GRAMALOTE,125,7694,"0,0162"
2020,4,94,GUAINIA,94001,INIRIDA,1415,33683,"0,042"
2020,2,17,CALDAS,17873,VILLAMARIA,12186,67429,"0,1807"
2020,2,25,CUNDINAMARCA,25845,UNE,180,7371,"0,0244"
2020,2,05,ANTIOQUIA,05854,VALDIVIA,750,14102,"0,0532"
2020,2,68,SANTANDER,68524,PALMAS DEL SOCORRO,18,2626,"0,0069"
2019,4,19,CAUCA,19450,MERCADERES,16,22901,"0,0007"
2022,3,54,NORTE DE SANTANDER,54223,CUCUTILLA,180,8636,"0,0208"
2020,3,68,SANTANDER,68773,SUCRE,19,7064,"0,0027"
2019,4,68,SANTANDER,68370,JORDAN,9,1325,"0,0068"
2020,3,19,CAUCA,19130,CAJIBIO,228,42833,"0,0053"
2020,4,25,CUNDINAMARCA,25286,FUNZA,23260,105086,"0,2213"
2021,2,15,BOYACA,15317,GUACAMAYAS,6,1847,"0,0032"
2019,4,54,NORTE DE SANTANDER,54673,SAN CAYETANO,89,7442,"0,012"
2021,4,05,ANTIOQUIA,05282,FREDONIA,1798,25138,"0,0715"
2020,4,76,VALLE DEL CAUCA,76113,BUGALAGRANDE,2295,24465,"0,0938"
2020,3,44,LA GUAJIRA,44560,MANAURE,789,93431,"0,0084"
2020,3,15,BOYACA,15109,BUENAVISTA,27,4396,"0,0061"
2022,3,68,SANTANDER,68572,PUENTE NACIONAL,56,15123,"0,0037"
2022,3,25,CUNDINAMARCA,25307,GIRARDOT,22659,117744,"0,1924"
2020,2,15,BOYACA,15664,SAN JOSE DE PARE,25,4999,"0,005"
2022,2,73,TOLIMA,73270,FALAN,455,7423,"0,0613"
2022,3,05,ANTIOQUIA,05585,PUERTO NARE,1007,14890,"0,0676"
2020,1,41,HUILA,41668,SAN AGUSTIN,901,33727,"0,0267"
2020,2,25,CUNDINAMARCA,25324,GUATAQUI,44,2772,"0,0159"
2020,1,05,ANTIOQUIA,05411,LIBORINA,379,10090,"0,0376"
2022,3,17,CALDAS,17013,AGUADAS,1865,23452,"0,0795"
2020,1,25,CUNDINAMARCA,25326,GUATAVITA,294,6811,"0,0432"
2022,2,05,ANTIOQUIA,05467,MONTEBELLO,500,6848,"0,073"
2022,3,08,ATLANTICO,08770,SUAN,417,12949,"0,0322"
2020,3,27,CHOCO,27099,BOJAYA,200,12326,"0,0162"
2022,2,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,27391,130564,"0,2098"
2019,4,15,BOYACA,15757,SOCHA,150,8018,"0,0187"
2020,3,68,SANTANDER,68780,SURATA,32,3987,"0,008"
2020,3,99,VICHADA,99001,PUERTO CARRE�O,1395,20294,"0,0687"
2020,3,76,VALLE DEL CAUCA,76109,BUENAVENTURA,28406,311827,"0,0911"
2021,3,17,CALDAS,17088,BELALCAZAR,364,10741,"0,0339"
2020,4,15,BOYACA,15740,SIACHOQUE,41,6774,"0,0061"
2020,1,15,BOYACA,15401,LA VICTORIA,10,1117,"0,009"
2022,2,86,PUTUMAYO,86885,VILLAGARZON,315,24759,"0,0127"
2022,3,05,ANTIOQUIA,05347,HELICONIA,894,5563,"0,1607"
2020,1,54,NORTE DE SANTANDER,54377,LABATECA,63,6574,"0,0096"
2020,4,44,LA GUAJIRA,44430,MAICAO,10845,185072,"0,0586"
2019,4,68,SANTANDER,68250,EL PE�ON,19,5405,"0,0035"
2022,3,54,NORTE DE SANTANDER,54480,MUTISCUA,67,4617,"0,0145"
2020,2,85,CASANARE,85315,SACAMA,106,2059,"0,0515"
2020,3,18,CAQUETA,18479,MORELIA,169,3747,"0,0451"
2020,4,41,HUILA,41298,GARZON,5766,74136,"0,0778"
2020,4,68,SANTANDER,68207,CONCEPCION,270,5757,"0,0469"
2020,4,68,SANTANDER,68255,EL PLAYON,160,14038,"0,0114"
2019,4,08,ATLANTICO,08573,PUERTO COLOMBIA,5967,51695,"0,1154"
2020,4,52,NARI�O,52287,FUNES,85,7135,"0,0119"
2022,2,15,BOYACA,15226,CUITIVA,60,1834,"0,0327"
2020,2,76,VALLE DEL CAUCA,76563,PRADERA,4415,48165,"0,0917"
2020,4,08,ATLANTICO,08421,LURUACO,449,30314,"0,0148"
2020,3,13,BOLIVAR,13433,MAHATES,210,29355,"0,0072"
2019,4,81,ARAUCA,81591,PUERTO RONDON,95,4688,"0,0203"
2020,1,20,CESAR,20570,PUEBLO BELLO,29,29437,"0,001"
2020,4,70,SUCRE,70265,GUARANDA,20,18601,"0,0011"
2019,4,70,SUCRE,70204,COLOSO,11,8670,"0,0013"
2019,4,68,SANTANDER,68322,GUAPOTA,19,2394,"0,0079"
2019,4,15,BOYACA,15204,COMBITA,172,13140,"0,0131"
2020,3,05,ANTIOQUIA,05658,SAN JOSE DE LA MONTA�A,466,3765,"0,1238"
2020,2,41,HUILA,41016,AIPE,252,16546,"0,0152"
2020,3,73,TOLIMA,73449,MELGAR,6207,37682,"0,1647"
2022,1,44,LA GUAJIRA,44001,RIOHACHA,28269,209488,"0,1349"
2020,3,52,NARI�O,52323,GUALMATAN,135,7040,"0,0192"
2020,4,05,ANTIOQUIA,05142,CARACOLI,397,4532,"0,0876"
2020,4,23,CORDOBA,23417,LORICA,5592,115461,"0,0484"
2020,2,19,CAUCA,19142,CALOTO,104,30216,"0,0034"
2019,4,66,RISARALDA,66318,GUATICA,153,12108,"0,0126"
2020,2,19,CAUCA,19517,PAEZ,125,46742,"0,0027"
2020,3,68,SANTANDER,68209,CONFINES,15,3294,"0,0046"
2019,4,05,ANTIOQUIA,05091,BETANIA,572,10274,"0,0557"
2020,1,05,ANTIOQUIA,05854,VALDIVIA,707,14102,"0,0501"
2020,3,50,META,50318,GUAMAL,340,14462,"0,0235"
2022,2,05,ANTIOQUIA,05847,URRAO,2539,31839,"0,0797"
2020,1,20,CESAR,20228,CURUMANI,496,39667,"0,0125"
2020,4,73,TOLIMA,73520,PALOCABILDO,29,9814,"0,003"
2020,1,54,NORTE DE SANTANDER,54385,LA ESPERANZA,75,12373,"0,0061"
2019,4,27,CHOCO,27073,BAGADO,21,11149,"0,0019"
2022,2,68,SANTANDER,68755,SOCORRO,4832,34267,"0,141"
2019,4,68,SANTANDER,68121,CABRERA,15,1983,"0,0076"
2020,4,52,NARI�O,52427,MAGsI,6,25543,"0,0002"
2020,2,20,CESAR,20550,PELAYA,203,22291,"0,0091"
2020,4,05,ANTIOQUIA,05120,CACERES,1256,30356,"0,0414"
2020,3,05,ANTIOQUIA,05856,VALPARAISO,549,6472,"0,0848"
2022,3,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,27313,130564,"0,2092"
2020,2,25,CUNDINAMARCA,25875,VILLETA,2614,29128,"0,0897"
2020,3,81,ARAUCA,81220,CRAVO NORTE,478,4143,"0,1154"
2020,4,41,HUILA,41020,ALGECIRAS,694,22575,"0,0307"
2020,2,13,BOLIVAR,13430,MAGANGUE,9910,140156,"0,0707"
2020,4,63,QUINDIO,63190,CIRCASIA,5057,29060,"0,174"
2020,1,15,BOYACA,15804,TIBANA,105,9119,"0,0115"
2020,1,18,CAQUETA,18785,SOLITA,19,6346,"0,003"
2020,3,52,NARI�O,52256,EL ROSARIO,12,12062,"0,001"
2020,4,85,CASANARE,85139,MANI,169,17463,"0,0097"
2022,3,76,VALLE DEL CAUCA,76616,RIOFRIO,142,15657,"0,0091"
2022,3,27,CHOCO,27075,BAHIA SOLANO,850,10443,"0,0814"
2020,2,05,ANTIOQUIA,05091,BETANIA,640,10284,"0,0622"
2022,3,52,NARI�O,52210,CONTADERO,307,7242,"0,0424"
2019,4,25,CUNDINAMARCA,25322,GUASCA,809,16166,"0,05"
2020,2,15,BOYACA,15476,MOTAVITA,48,5703,"0,0084"
2020,4,47,MAGDALENA,47258,EL PI�ON,10,24083,"0,0004"
2020,1,05,ANTIOQUIA,05660,SAN LUIS,1020,13123,"0,0777"
2020,1,15,BOYACA,15380,LA CAPILLA,18,2691,"0,0067"
2022,3,52,NARI�O,52418,LOS ANDES,620,9276,"0,0668"
2020,4,05,ANTIOQUIA,05353,HISPANIA,644,5591,"0,1152"
2020,2,23,CORDOBA,23574,PUERTO ESCONDIDO,259,24364,"0,0106"
2020,3,25,CUNDINAMARCA,25181,CHOACHI,174,11528,"0,0151"
2020,2,52,NARI�O,52399,LA UNION,343,31751,"0,0108"
2020,3,76,VALLE DEL CAUCA,76670,SAN PEDRO,1023,17201,"0,0595"
2020,2,63,QUINDIO,63302,GENOVA,102,7447,"0,0137"
2020,4,76,VALLE DEL CAUCA,76823,TORO,1551,14389,"0,1078"
2022,2,86,PUTUMAYO,86568,PUERTO ASIS,1517,69074,"0,022"
2020,2,13,BOLIVAR,13473,MORALES,90,23348,"0,0039"
2020,3,68,SANTANDER,68051,ARATOCA,985,8487,"0,1161"
2020,3,66,RISARALDA,66075,BALBOA,99,6297,"0,0157"
2020,1,05,ANTIOQUIA,05036,ANGELOPOLIS,278,5841,"0,0476"
2019,4,05,ANTIOQUIA,05893,YONDO,1069,19624,"0,0545"
2022,2,68,SANTANDER,68573,PUERTO PARRA,71,8169,"0,0087"
2020,1,05,ANTIOQUIA,05086,BELMIRA,398,6116,"0,0651"
2020,3,05,ANTIOQUIA,05142,CARACOLI,363,4532,"0,0801"
2019,4,15,BOYACA,15380,LA CAPILLA,19,2686,"0,0071"
2020,4,23,CORDOBA,23660,SAHAGUN,6742,110233,"0,0612"
2019,4,52,NARI�O,52506,OSPINA,13,7039,"0,0018"
2022,2,08,ATLANTICO,08832,TUBARA,359,19415,"0,0185"
2019,4,25,CUNDINAMARCA,25807,TIBIRITA,62,3207,"0,0193"
2020,2,25,CUNDINAMARCA,25095,BITUIMA,21,2568,"0,0082"
2021,1,50,META,50711,VISTAHERMOSA,66,16929,"0,0039"
2020,4,85,CASANARE,85136,LA SALINA,21,1369,"0,0153"
2019,4,52,NARI�O,52254,EL PE�OL,15,7443,"0,002"
2020,1,95,GUAVIARE,95025,EL RETORNO,25,13722,"0,0018"
2020,4,05,ANTIOQUIA,05893,YONDO,1168,20110,"0,0581"
2020,2,15,BOYACA,15757,SOCHA,162,8086,"0,02"
2020,3,15,BOYACA,15861,VENTAQUEMADA,115,16093,"0,0071"
2021,2,68,SANTANDER,68872,VILLANUEVA,548,8070,"0,0679"
2020,2,23,CORDOBA,23466,MONTELIBANO,3896,85885,"0,0454"
2020,4,25,CUNDINAMARCA,25718,SASAIMA,634,11521,"0,055"
2020,2,15,BOYACA,15187,CHIVATA,26,2834,"0,0092"
2022,1,25,CUNDINAMARCA,25307,GIRARDOT,22610,117744,"0,192"
2022,2,25,CUNDINAMARCA,25200,COGUA,2613,26204,"0,0997"
2020,3,15,BOYACA,15804,TIBANA,140,9119,"0,0154"
2020,1,52,NARI�O,52001,PASTO,80763,392589,"0,2057"
2020,3,85,CASANARE,85225,NUNCHIA,60,8713,"0,0069"
2020,3,15,BOYACA,15215,CORRALES,39,2545,"0,0153"
2022,3,08,ATLANTICO,08078,BARANOA,4235,69075,"0,0613"
2020,4,13,BOLIVAR,13442,MARIA LA BAJA,155,48457,"0,0032"
2020,2,68,SANTANDER,68250,EL PE�ON,29,5507,"0,0053"
2020,4,73,TOLIMA,73443,MARIQUITA,3380,38333,"0,0882"
2020,4,15,BOYACA,15403,LA UVITA,12,2730,"0,0044"
2020,2,17,CALDAS,17877,VITERBO,1332,12853,"0,1036"
2019,4,25,CUNDINAMARCA,25224,CUCUNUBA,142,7935,"0,0179"
2022,3,15,BOYACA,15223,CUBARA,181,10897,"0,0166"
2020,3,52,NARI�O,52520,FRANCISCO PIZARRO,17,14158,"0,0012"
2022,3,25,CUNDINAMARCA,25377,LA CALERA,8831,35301,"0,2502"
2020,4,18,CAQUETA,18001,FLORENCIA,23809,173011,"0,1376"
2022,3,18,CAQUETA,18610,SAN JOSE DEL FRAGUA,37,13379,"0,0028"
2020,1,41,HUILA,41797,TESALIA,680,10923,"0,0623"
2020,2,13,BOLIVAR,13647,SAN ESTANISLAO,66,19128,"0,0035"
2019,4,17,CALDAS,17541,PENSILVANIA,365,19781,"0,0185"
2020,1,54,NORTE DE SANTANDER,54680,SANTIAGO,40,3667,"0,0109"
2020,1,44,LA GUAJIRA,44035,ALBANIA,1366,32265,"0,0423"
2020,3,68,SANTANDER,68327,GsEPSA,100,5309,"0,0188"
2020,2,15,BOYACA,15600,RAQUIRA,72,8028,"0,009"
2019,4,63,QUINDIO,63401,LA TEBAIDA,3274,34172,"0,0958"
2020,4,54,NORTE DE SANTANDER,54810,TIBU,2506,58721,"0,0427"
2019,4,15,BOYACA,15621,RONDON,23,2384,"0,0096"
2020,3,70,SUCRE,70670,SAMPUES,1254,48819,"0,0257"
2022,3,99,VICHADA,99001,PUERTO CARRE�O,923,20798,"0,0444"
2019,4,15,BOYACA,15135,CAMPOHERMOSO,76,3082,"0,0247"
2020,3,68,SANTANDER,68264,ENCINO,15,2583,"0,0058"
2020,2,76,VALLE DEL CAUCA,76113,BUGALAGRANDE,2107,24465,"0,0861"
2020,4,19,CAUCA,19137,CALDONO,247,41770,"0,0059"
2020,2,25,CUNDINAMARCA,25438,MEDINA,143,8211,"0,0174"
2022,2,54,NORTE DE SANTANDER,54003,ABREGO,827,34574,"0,0239"
2019,4,81,ARAUCA,81736,SARAVENA,2940,59697,"0,0492"
2020,3,19,CAUCA,19809,TIMBIQUI,41,26607,"0,0015"
2022,3,52,NARI�O,52687,SAN LORENZO,397,18415,"0,0216"
2020,3,41,HUILA,41020,ALGECIRAS,581,22575,"0,0257"
2021,2,52,NARI�O,52260,EL TAMBO,1065,13806,"0,0771"
2020,4,52,NARI�O,52473,MOSQUERA,25,12582,"0,002"
2020,3,15,BOYACA,15755,SOCOTA,27,7211,"0,0037"
2022,3,85,CASANARE,85230,OROCUE,310,12851,"0,0241"
2020,1,76,VALLE DEL CAUCA,76113,BUGALAGRANDE,2010,24465,"0,0822"
2019,4,15,BOYACA,15215,CORRALES,103,2523,"0,0408"
2020,3,41,HUILA,41676,SANTA MARIA,68,10462,"0,0065"
2020,3,20,CESAR,20787,TAMALAMEQUE,16,16189,"0,001"
2022,3,54,NORTE DE SANTANDER,54109,BUCARASICA,30,6739,"0,0045"
2020,1,68,SANTANDER,68468,MOLAGAVITA,27,4106,"0,0066"
2020,3,68,SANTANDER,68524,PALMAS DEL SOCORRO,14,2626,"0,0053"
2019,4,54,NORTE DE SANTANDER,54206,CONVENCION,278,19131,"0,0145"
2020,3,70,SUCRE,70523,PALMITO,21,15056,"0,0014"
2022,3,25,CUNDINAMARCA,25483,NARI�O,22,2642,"0,0083"
2020,2,20,CESAR,20060,BOSCONIA,3014,43326,"0,0696"
2020,2,13,BOLIVAR,13244,EL CARMEN DE BOLIVAR,1801,72595,"0,0248"
2020,1,15,BOYACA,15407,VILLA DE LEYVA,1474,16973,"0,0868"
2020,2,25,CUNDINAMARCA,25260,EL ROSAL,671,24768,"0,0271"
2022,2,17,CALDAS,17433,MANZANARES,604,18106,"0,0334"
2022,3,27,CHOCO,27491,NOVITA,45,9250,"0,0049"
2020,2,76,VALLE DEL CAUCA,76403,LA VICTORIA,651,11867,"0,0549"
2020,2,27,CHOCO,27205,CONDOTO,579,12367,"0,0468"
2022,2,41,HUILA,41298,GARZON,6221,75353,"0,0826"
2020,4,13,BOLIVAR,13894,ZAMBRANO,199,12322,"0,0161"
2020,4,70,SUCRE,70473,MORROA,672,15858,"0,0424"
2020,1,13,BOLIVAR,13140,CALAMAR,246,23097,"0,0107"
2020,3,25,CUNDINAMARCA,25653,SAN CAYETANO,47,4978,"0,0094"
2020,1,50,META,50150,CASTILLA LA NUEVA,547,15906,"0,0344"
2020,1,68,SANTANDER,68720,SANTA HELENA DEL OPON,13,3411,"0,0038"
2019,4,15,BOYACA,15187,CHIVATA,21,2812,"0,0075"
