AÑO,TRIMESTRE,COD_DEPARTAMENTO,DEPARTAMENTO,COD_MUNICIPIO,MUNICIPIO,No. ACCESOS FIJOS A INTERNET,POBLACIÓN DANE,INDICE
2020,4,15,BOYACA,15839,TUTAZA,23,2039,"0,0113"
2022,3,73,TOLIMA,73067,ATACO,236,19214,"0,0123"
2020,3,15,BOYACA,15296,GAMEZA,46,4851,"0,0095"
2020,4,52,NARI�O,52699,SANTACRUZ,21,11074,"0,0019"
2022,2,05,ANTIOQUIA,05148,EL CARMEN DE VIBORAL,11692,64546,"0,1811"
2022,2,25,CUNDINAMARCA,25001,AGUA DE DIOS,1697,13217,"0,1284"
2022,3,19,CAUCA,19392,LA SIERRA,8,10825,"0,0007"
2020,2,68,SANTANDER,68444,MATANZA,72,5035,"0,0143"
2022,2,17,CALDAS,17088,BELALCAZAR,355,10837,"0,0328"
2020,2,47,MAGDALENA,47675,SALAMINA,401,11295,"0,0355"
2019,4,50,META,50223,CUBARRAL,40,7019,"0,0057"
2020,4,19,CAUCA,19364,JAMBALO,68,18568,"0,0037"
2020,1,50,META,50400,LEJANIAS,53,11162,"0,0047"
2020,3,18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,3688,52593,"0,0701"
2019,4,52,NARI�O,52685,SAN BERNARDO,23,9186,"0,0025"
2020,4,25,CUNDINAMARCA,25524,PANDI,249,5334,"0,0467"
2020,2,27,CHOCO,27615,RIOSUCIO,216,55232,"0,0039"
2020,4,19,CAUCA,19548,PIENDAMO,1231,41837,"0,0294"
2022,3,19,CAUCA,19701,SANTA ROSA,48,5469,"0,0088"
2020,1,50,META,50330,MESETAS,42,10430,"0,004"
2021,1,15,BOYACA,15325,GUAYATA,17,3415,"0,005"
2022,2,54,NORTE DE SANTANDER,54206,CONVENCION,75,20019,"0,0037"
2020,2,05,ANTIOQUIA,05425,MACEO,591,8248,"0,0717"
2022,3,52,NARI�O,52385,LA LLANADA,555,6476,"0,0857"
2019,4,27,CHOCO,27025,ALTO BAUDO,31,27982,"0,0011"
2019,4,66,RISARALDA,66456,MISTRATO,149,17110,"0,0087"
2020,2,05,ANTIOQUIA,05138,CA�ASGORDAS,757,15552,"0,0487"
2022,3,27,CHOCO,27073,BAGADO,45,11444,"0,0039"
2019,4,81,ARAUCA,81065,ARAUQUITA,913,53407,"0,0171"
2020,3,76,VALLE DEL CAUCA,76616,RIOFRIO,75,15463,"0,0049"
2020,3,25,CUNDINAMARCA,25430,MADRID,36411,127138,"0,2864"
2020,3,47,MAGDALENA,47170,CHIBOLO,18,23388,"0,0008"
2020,1,25,CUNDINAMARCA,25797,TENA,74,10531,"0,007"
2020,2,52,NARI�O,52838,TUQUERRES,1099,44575,"0,0247"
2020,1,15,BOYACA,15114,BUSBANZA,9,1153,"0,0078"
2019,4,66,RISARALDA,66440,MARSELLA,692,16782,"0,0412"
2020,4,41,HUILA,41885,YAGUARA,647,7824,"0,0827"
2019,4,70,SUCRE,70429,MAJAGUAL,449,37564,"0,012"
2020,3,05,ANTIOQUIA,05495,NECHI,863,27354,"0,0315"
2020,1,54,NORTE DE SANTANDER,54344,HACARI,57,10603,"0,0054"
2020,1,86,PUTUMAYO,86757,SAN MIGUEL,112,19434,"0,0058"
2020,2,63,QUINDIO,63111,BUENAVISTA,25,3129,"0,008"
2020,3,73,TOLIMA,73200,COELLO,44,8320,"0,0053"
2020,3,23,CORDOBA,23350,LA APARTADA,717,15218,"0,0471"
2020,4,76,VALLE DEL CAUCA,76828,TRUJILLO,824,18982,"0,0434"
2020,3,25,CUNDINAMARCA,25099,BOJACA,189,11092,"0,017"
2020,3,15,BOYACA,15480,MUZO,40,8394,"0,0048"
2020,2,41,HUILA,41013,AGRADO,180,8937,"0,0201"
2019,4,63,QUINDIO,63302,GENOVA,85,7455,"0,0114"
2020,3,70,SUCRE,70820,SANTIAGO DE TOLU,1776,34117,"0,0521"
2022,3,52,NARI�O,52224,CUASPUD,8,9208,"0,0009"
2020,1,85,CASANARE,85162,MONTERREY,1442,18009,"0,0801"
2020,4,52,NARI�O,52240,CHACHAGsI,482,15303,"0,0315"
2020,3,05,ANTIOQUIA,05697,EL SANTUARIO,2617,36605,"0,0715"
2020,2,13,BOLIVAR,13836,TURBACO,11639,113440,"0,1026"
2019,4,05,ANTIOQUIA,05284,FRONTINO,1343,20657,"0,065"
2019,4,19,CAUCA,19110,BUENOS AIRES,40,31754,"0,0013"
2021,4,25,CUNDINAMARCA,25885,YACOPI,61,13063,"0,0047"
2022,2,68,SANTANDER,68235,EL CARMEN DE CHUCURI,196,22230,"0,0088"
2021,2,17,CALDAS,17088,BELALCAZAR,333,10741,"0,031"
2019,4,76,VALLE DEL CAUCA,76147,CARTAGO,23022,136596,"0,1685"
2022,3,15,BOYACA,15832,TUNUNGUA,6,1598,"0,0038"
2019,4,05,ANTIOQUIA,05088,BELLO,111401,538527,"0,2069"
2020,3,70,SUCRE,70473,MORROA,633,15858,"0,0399"
2020,3,25,CUNDINAMARCA,25151,CAQUEZA,930,17956,"0,0518"
2022,3,27,CHOCO,27660,SAN JOSE DEL PALMAR,19,5040,"0,0038"
2020,4,41,HUILA,41551,PITALITO,12550,128630,"0,0976"
2020,2,19,CAUCA,19300,GUACHENE,24,20020,"0,0012"
2020,2,27,CHOCO,27001,QUIBDO,18656,130825,"0,1426"
2019,4,54,NORTE DE SANTANDER,54810,TIBU,1858,56510,"0,0329"
2020,4,05,ANTIOQUIA,05093,BETULIA,911,15896,"0,0573"
2019,4,52,NARI�O,52250,EL CHARCO,27,22528,"0,0012"
2020,3,54,NORTE DE SANTANDER,54239,DURANIA,95,4812,"0,0197"
2019,4,13,BOLIVAR,13222,CLEMENCIA,392,15014,"0,0261"
2022,3,41,HUILA,41357,IQUIRA,712,9497,"0,075"
2020,3,47,MAGDALENA,47960,ZAPAYAN,2,10613,"0,0002"
2019,4,25,CUNDINAMARCA,25845,UNE,78,7144,"0,0109"
2020,4,25,CUNDINAMARCA,25040,ANOLAIMA,773,14577,"0,053"
2020,4,25,CUNDINAMARCA,25823,TOPAIPI,20,4284,"0,0047"
2021,4,66,RISARALDA,66440,MARSELLA,829,16845,"0,0492"
2020,3,52,NARI�O,52399,LA UNION,479,31751,"0,0151"
2020,2,68,SANTANDER,68686,SAN MIGUEL,28,2478,"0,0113"
2020,2,73,TOLIMA,73854,VALLE DE SAN JUAN,28,5360,"0,0052"
2020,3,41,HUILA,41530,PALESTINA,14,11395,"0,0012"
2022,2,15,BOYACA,15377,LABRANZAGRANDE,12,3540,"0,0034"
2020,4,41,HUILA,41319,GUADALUPE,366,18302,"0,02"
2020,4,13,BOLIVAR,13873,VILLANUEVA,140,25231,"0,0055"
2020,3,73,TOLIMA,73067,ATACO,57,19117,"0,003"
2020,2,05,ANTIOQUIA,05858,VEGACHI,650,12039,"0,054"
2020,1,27,CHOCO,27430,MEDIO BAUDO,16,15683,"0,001"
2019,4,05,ANTIOQUIA,05313,GRANADA,728,9870,"0,0738"
2020,1,52,NARI�O,52473,MOSQUERA,37,12582,"0,0029"
2020,2,05,ANTIOQUIA,05697,EL SANTUARIO,2647,36605,"0,0723"
2020,4,27,CHOCO,27160,CERTEGUI,9,5760,"0,0016"
2020,4,08,ATLANTICO,08372,JUAN DE ACOSTA,882,22752,"0,0388"
2022,1,05,ANTIOQUIA,05400,LA UNION,1632,23094,"0,0707"
2019,4,68,SANTANDER,68307,GIRON,27019,166843,"0,1619"
2020,1,66,RISARALDA,66045,APIA,186,12221,"0,0152"
2020,4,50,META,50270,EL DORADO,12,3971,"0,003"
2022,2,73,TOLIMA,73671,SALDA�A,211,14546,"0,0145"
2022,3,41,HUILA,41660,SALADOBLANCO,217,10738,"0,0202"
2020,3,15,BOYACA,15723,SATIVASUR,9,1105,"0,0081"
2021,2,91,AMAZONAS,91001,LETICIA,1305,50811,"0,0257"
2020,4,05,ANTIOQUIA,05206,CONCEPCION,282,4758,"0,0593"
2020,1,85,CASANARE,85315,SACAMA,71,2059,"0,0345"
2020,1,94,GUAINIA,94001,INIRIDA,1523,33683,"0,0452"
2020,1,52,NARI�O,52699,SANTACRUZ,22,11074,"0,002"
2020,3,52,NARI�O,52356,IPIALES,7640,115836,"0,066"
2022,3,41,HUILA,41026,ALTAMIRA,550,4439,"0,1239"
2020,2,54,NORTE DE SANTANDER,54660,SALAZAR,32,10728,"0,003"
2020,4,41,HUILA,41244,ELIAS,7,4300,"0,0016"
2019,4,17,CALDAS,17174,CHINCHINA,7519,51773,"0,1452"
2019,4,76,VALLE DEL CAUCA,76520,PALMIRA,64277,352016,"0,1826"
2020,4,44,LA GUAJIRA,44847,URIBIA,1861,190084,"0,0098"
2020,1,50,META,50573,PUERTO LOPEZ,2772,30312,"0,0914"
2020,1,50,META,50577,PUERTO LLERAS,34,10354,"0,0033"
2022,3,15,BOYACA,15600,RAQUIRA,460,8136,"0,0565"
2020,1,15,BOYACA,15542,PESCA,114,6730,"0,0169"
2020,1,68,SANTANDER,68573,PUERTO PARRA,52,8017,"0,0065"
2020,2,68,SANTANDER,68296,GALAN,64,2891,"0,0221"
2020,4,68,SANTANDER,68298,GAMBITA,27,4013,"0,0067"
2022,3,47,MAGDALENA,47720,SANTA BARBARA DE PINTO,210,11584,"0,0181"
2022,3,05,ANTIOQUIA,05310,GOMEZ PLATA,890,10230,"0,087"
2021,1,15,BOYACA,15224,CUCAITA,52,3814,"0,0136"
2020,1,52,NARI�O,52254,EL PE�OL,35,7442,"0,0047"
2020,3,05,ANTIOQUIA,05315,GUADALUPE,431,6665,"0,0647"
2020,4,15,BOYACA,15518,PAJARITO,74,2414,"0,0307"
2022,2,25,CUNDINAMARCA,25407,LENGUAZAQUE,709,11576,"0,0612"
2022,2,54,NORTE DE SANTANDER,54250,EL TARRA,141,22346,"0,0063"
2019,4,19,CAUCA,19130,CAJIBIO,192,42439,"0,0045"
2022,3,27,CHOCO,27160,CERTEGUI,185,5853,"0,0316"
2019,4,15,BOYACA,15646,SAMACA,443,18588,"0,0238"
2019,4,85,CASANARE,85440,VILLANUEVA,1580,35793,"0,0441"
2019,4,25,CUNDINAMARCA,25592,QUEBRADANEGRA,71,4807,"0,0148"
2020,4,19,CAUCA,19142,CALOTO,84,30216,"0,0028"
2022,3,81,ARAUCA,81220,CRAVO NORTE,413,4294,"0,0962"
2019,4,50,META,50711,VISTAHERMOSA,92,17168,"0,0054"
2022,2,05,ANTIOQUIA,05604,REMEDIOS,3887,30559,"0,1272"
2021,1,15,BOYACA,15189,CIENEGA,230,4688,"0,0491"
2020,1,05,ANTIOQUIA,05792,TARSO,477,6231,"0,0766"
2020,2,63,QUINDIO,63272,FILANDIA,663,12259,"0,0541"
2019,4,15,BOYACA,15572,PUERTO BOYACA,5190,47600,"0,109"
2020,2,25,CUNDINAMARCA,25572,PUERTO SALGAR,637,16671,"0,0382"
2022,2,76,VALLE DEL CAUCA,76248,EL CERRITO,8424,57851,"0,1456"
2022,2,76,VALLE DEL CAUCA,76130,CANDELARIA,13159,95413,"0,1379"
2020,4,13,BOLIVAR,13580,REGIDOR,13,7227,"0,0018"
2019,4,68,SANTANDER,68861,VELEZ,572,24843,"0,023"
2020,3,97,VAUPES,97666,TARAIRA,6,2423,"0,0025"
2022,3,76,VALLE DEL CAUCA,76147,CARTAGO,27518,139026,"0,1979"
2020,3,13,BOLIVAR,13873,VILLANUEVA,48,25231,"0,0019"
2020,3,47,MAGDALENA,47058,ARIGUANI,19,31794,"0,0006"
2020,4,25,CUNDINAMARCA,25594,QUETAME,186,5315,"0,035"
2020,1,52,NARI�O,52354,IMUES,22,7446,"0,003"
2020,2,41,HUILA,41020,ALGECIRAS,507,22575,"0,0225"
2019,4,18,CAQUETA,18460,MILAN,31,9838,"0,0032"
2020,1,13,BOLIVAR,13062,ARROYOHONDO,23,8710,"0,0026"
2020,1,70,SUCRE,70771,SUCRE,46,30814,"0,0015"
2020,4,08,ATLANTICO,08638,SABANALARGA,3999,100049,"0,04"
2020,2,27,CHOCO,27099,BOJAYA,183,12326,"0,0148"
2020,4,44,LA GUAJIRA,44110,EL MOLINO,114,7879,"0,0145"
2020,3,52,NARI�O,52224,CUASPUD,25,9198,"0,0027"
2020,1,25,CUNDINAMARCA,25572,PUERTO SALGAR,645,16671,"0,0387"
2020,1,54,NORTE DE SANTANDER,54518,PAMPLONA,6688,53909,"0,1241"
2020,4,73,TOLIMA,73226,CUNDAY,35,8372,"0,0042"
2020,1,25,CUNDINAMARCA,25743,SILVANIA,895,23489,"0,0381"
2020,1,05,ANTIOQUIA,05120,CACERES,1031,30356,"0,034"
2021,2,52,NARI�O,52565,PROVIDENCIA,56,5552,"0,0101"
2020,4,27,CHOCO,27135,EL CANTON DEL SAN PABLO,7,6286,"0,0011"
2020,1,91,AMAZONAS,91536,PUERTO ARICA,6,1042,"0,0058"
2019,4,18,CAQUETA,18205,CURILLO,22,7683,"0,0029"
2020,3,68,SANTANDER,68872,VILLANUEVA,291,7982,"0,0365"
2020,1,73,TOLIMA,73124,CAJAMARCA,238,18442,"0,0129"
2020,2,15,BOYACA,15879,VIRACACHA,19,2809,"0,0068"
2020,3,05,ANTIOQUIA,05197,COCORNA,697,14833,"0,047"
2020,4,54,NORTE DE SANTANDER,54670,SAN CALIXTO,29,12174,"0,0024"
2020,4,27,CHOCO,27495,NUQUI,539,16642,"0,0324"
2020,4,70,SUCRE,70400,LA UNION,32,12994,"0,0025"
2020,4,05,ANTIOQUIA,05138,CA�ASGORDAS,704,15552,"0,0453"
2020,1,20,CESAR,20550,PELAYA,215,22291,"0,0096"
2020,3,19,CAUCA,19392,LA SIERRA,58,10655,"0,0054"
2021,2,52,NARI�O,52320,GUAITARILLA,228,11322,"0,0201"
2020,1,52,NARI�O,52687,SAN LORENZO,32,18399,"0,0017"
2020,1,13,BOLIVAR,13580,REGIDOR,20,7227,"0,0028"
2019,4,05,ANTIOQUIA,05044,ANZA,178,7085,"0,0251"
2019,4,52,NARI�O,52399,LA UNION,317,31803,"0,01"
2020,4,76,VALLE DEL CAUCA,76890,YOTOCO,1090,16197,"0,0673"
2019,4,19,CAUCA,19548,PIENDAMO,1205,41362,"0,0291"
2020,3,68,SANTANDER,68425,MACARAVITA,13,2104,"0,0062"
2020,4,19,CAUCA,19809,TIMBIQUI,37,26607,"0,0014"
2022,3,15,BOYACA,15897,ZETAQUIRA,209,4687,"0,0446"
2019,4,91,AMAZONAS,91536,PUERTO ARICA,6,1027,"0,0058"
2022,3,41,HUILA,41615,RIVERA,314,25544,"0,0123"
2020,4,47,MAGDALENA,47205,CONCORDIA,138,11227,"0,0123"
2020,4,19,CAUCA,19785,SUCRE,15,9669,"0,0016"
2020,3,19,CAUCA,19256,EL TAMBO,512,53769,"0,0095"
2020,3,25,CUNDINAMARCA,25214,COTA,9078,36992,"0,2454"
2020,4,05,ANTIOQUIA,05656,SAN JERONIMO,1676,16017,"0,1046"
2020,4,25,CUNDINAMARCA,25645,SAN ANTONIO DEL TEQUENDAMA,103,12829,"0,008"
2020,1,27,CHOCO,27025,ALTO BAUDO,9,28293,"0,0003"
2020,3,20,CESAR,20517,PAILITAS,470,19705,"0,0239"
2022,2,05,ANTIOQUIA,05313,GRANADA,3375,10069,"0,3352"
2020,2,18,CAQUETA,18785,SOLITA,27,6346,"0,0043"
2020,4,44,LA GUAJIRA,44001,RIOHACHA,24285,201839,"0,1203"
2019,4,05,ANTIOQUIA,05380,LA ESTRELLA,18601,73696,"0,2524"
2020,4,47,MAGDALENA,47318,GUAMAL,592,27918,"0,0212"
2021,1,66,RISARALDA,66682,SANTA ROSA DE CABAL,15527,80000,"0,1941"
2020,3,25,CUNDINAMARCA,25649,SAN BERNARDO,25,8984,"0,0028"
2020,3,70,SUCRE,70204,COLOSO,9,8732,"0,001"
2020,1,25,CUNDINAMARCA,25438,MEDINA,141,8211,"0,0172"
2020,3,25,CUNDINAMARCA,25307,GIRARDOT,21221,109792,"0,1933"
2020,3,08,ATLANTICO,08433,MALAMBO,11635,139566,"0,0834"
2020,1,19,CAUCA,19075,BALBOA,17,21437,"0,0008"
2019,4,05,ANTIOQUIA,05543,PEQUE,263,8186,"0,0321"
2020,3,05,ANTIOQUIA,05579,PUERTO BERRIO,6198,40713,"0,1522"
2019,4,15,BOYACA,15332,GsICAN,31,4285,"0,0072"
2022,2,25,CUNDINAMARCA,25658,SAN FRANCISCO,1422,12702,"0,112"
2019,4,66,RISARALDA,66400,LA VIRGINIA,4577,27916,"0,164"
2020,2,68,SANTANDER,68229,CURITI,467,13283,"0,0352"
2019,4,52,NARI�O,52621,ROBERTO PAYAN,30,12681,"0,0024"
2021,1,47,MAGDALENA,47960,ZAPAYAN,2,10778,"0,0002"
2020,3,05,ANTIOQUIA,05893,YONDO,1201,20110,"0,0597"
2020,2,23,CORDOBA,23580,PUERTO LIBERTADOR,1766,43573,"0,0405"
2022,3,25,CUNDINAMARCA,25258,EL PE�ON,126,5136,"0,0245"
2020,4,23,CORDOBA,23555,PLANETA RICA,4474,64776,"0,0691"
2020,2,76,VALLE DEL CAUCA,76001,CALI,516725,2252616,"0,2294"
2019,4,05,ANTIOQUIA,05686,SANTA ROSA DE OSOS,4260,37143,"0,1147"
2020,1,19,CAUCA,19821,TORIBIO,26,36694,"0,0007"
2022,2,25,CUNDINAMARCA,25245,EL COLEGIO,987,28072,"0,0352"
2022,2,17,CALDAS,17877,VITERBO,2398,13078,"0,1834"
2020,4,05,ANTIOQUIA,05697,EL SANTUARIO,2525,36605,"0,069"
2020,1,47,MAGDALENA,47745,SITIONUEVO,18,29159,"0,0006"
2020,2,15,BOYACA,15491,NOBSA,1160,16446,"0,0705"
2020,1,27,CHOCO,27205,CONDOTO,551,12367,"0,0446"
2020,1,05,ANTIOQUIA,05313,GRANADA,881,9764,"0,0902"
2022,3,52,NARI�O,52560,POTOSI,24,10067,"0,0024"
2020,1,70,SUCRE,70473,MORROA,529,15858,"0,0334"
2022,3,13,BOLIVAR,13600,RIO VIEJO,248,11008,"0,0225"
2020,4,13,BOLIVAR,13760,SOPLAVIENTO,58,10839,"0,0054"
2019,4,05,ANTIOQUIA,05615,RIONEGRO,34505,139553,"0,2473"
2020,2,15,BOYACA,15514,PAEZ,58,3244,"0,0179"
2020,4,15,BOYACA,15464,MONGUA,50,4619,"0,0108"
2020,4,68,SANTANDER,68895,ZAPATOCA,35,9566,"0,0037"
2020,2,05,ANTIOQUIA,05890,YOLOMBO,1094,23501,"0,0466"
2020,1,68,SANTANDER,68368,JESUS MARIA,21,3339,"0,0063"
2020,4,76,VALLE DEL CAUCA,76520,PALMIRA,70229,354285,"0,1982"
2019,4,47,MAGDALENA,47268,EL RETEN,13,20455,"0,0006"
2020,1,25,CUNDINAMARCA,25320,GUADUAS,1132,33212,"0,0341"
2020,3,25,CUNDINAMARCA,25599,APULO,499,8747,"0,057"
2020,4,70,SUCRE,70221,COVE�AS,1845,19516,"0,0945"
2019,4,54,NORTE DE SANTANDER,54377,LABATECA,63,6443,"0,0098"
2020,1,52,NARI�O,52051,ARBOLEDA,12,8420,"0,0014"
2020,3,47,MAGDALENA,47703,SAN ZENON,4,12439,"0,0003"
2022,2,63,QUINDIO,63111,BUENAVISTA,23,3208,"0,0072"
2020,3,08,ATLANTICO,08372,JUAN DE ACOSTA,898,22752,"0,0395"
2020,1,50,META,50568,PUERTO GAITAN,1047,43605,"0,024"
2022,3,13,BOLIVAR,13670,SAN PABLO,1839,29476,"0,0624"
2022,2,54,NORTE DE SANTANDER,54099,BOCHALEMA,209,9014,"0,0232"
2020,3,47,MAGDALENA,47053,ARACATACA,791,41492,"0,0191"
2020,1,15,BOYACA,15176,CHIQUINQUIRA,5040,57935,"0,087"
2020,4,54,NORTE DE SANTANDER,54003,ABREGO,1110,33931,"0,0327"
2020,1,68,SANTANDER,68167,CHARALA,538,12272,"0,0438"
2020,2,66,RISARALDA,66075,BALBOA,97,6297,"0,0154"
2022,2,54,NORTE DE SANTANDER,54800,TEORAMA,35,18008,"0,0019"
2020,3,25,CUNDINAMARCA,25486,NEMOCON,992,14532,"0,0683"
2020,2,13,BOLIVAR,13760,SOPLAVIENTO,59,10839,"0,0054"
2019,4,19,CAUCA,19693,SAN SEBASTIAN,11,11004,"0,001"
2020,3,05,ANTIOQUIA,05792,TARSO,547,6231,"0,0878"
2022,3,08,ATLANTICO,08549,PIOJO,18,7302,"0,0025"
2022,3,15,BOYACA,15753,SOATA,298,8951,"0,0333"
2022,3,25,CUNDINAMARCA,25086,BELTRAN,10,2022,"0,0049"
2022,3,41,HUILA,41872,VILLAVIEJA,105,7357,"0,0143"
2019,4,47,MAGDALENA,47675,SALAMINA,402,11043,"0,0364"
2020,3,52,NARI�O,52560,POTOSI,29,10058,"0,0029"
2020,3,68,SANTANDER,68549,PINCHOTE,96,5385,"0,0178"
2022,2,50,META,50370,URIBE,160,9634,"0,0166"
2022,3,05,ANTIOQUIA,05887,YARUMAL,3967,44009,"0,0901"
2020,3,25,CUNDINAMARCA,25785,TABIO,3307,24206,"0,1366"
2019,4,52,NARI�O,52240,CHACHAGsI,72,15328,"0,0047"
2022,3,25,CUNDINAMARCA,25518,PAIME,18,4589,"0,0039"
2020,2,05,ANTIOQUIA,05150,CAROLINA,502,3972,"0,1264"
2020,2,25,CUNDINAMARCA,25867,VIANI,51,4667,"0,0109"
2020,3,54,NORTE DE SANTANDER,54398,LA PLAYA,21,8003,"0,0026"
2020,1,68,SANTANDER,68298,GAMBITA,33,4013,"0,0082"
2020,1,73,TOLIMA,73686,SANTA ISABEL,26,5673,"0,0046"
2019,4,70,SUCRE,70233,EL ROBLE,8,10215,"0,0008"
2020,2,54,NORTE DE SANTANDER,54377,LABATECA,58,6574,"0,0088"
2020,2,52,NARI�O,52418,LOS ANDES,192,9268,"0,0207"
2019,4,54,NORTE DE SANTANDER,54874,VILLA DEL ROSARIO,12065,107288,"0,1125"
2019,4,23,CORDOBA,23300,COTORRA,291,19315,"0,0151"
2020,2,08,ATLANTICO,08560,PONEDERA,103,25728,"0,004"
2020,4,86,PUTUMAYO,86569,PUERTO CAICEDO,762,16007,"0,0476"
2020,2,19,CAUCA,19001,POPAYAN,66360,325477,"0,2039"
2022,2,68,SANTANDER,68524,PALMAS DEL SOCORRO,14,2675,"0,0052"
2019,4,15,BOYACA,15676,SAN MIGUEL DE SEMA,18,3006,"0,006"
2020,3,19,CAUCA,19573,PUERTO TEJADA,4139,41793,"0,099"
2022,2,05,ANTIOQUIA,05579,PUERTO BERRIO,9241,41983,"0,2201"
2020,2,20,CESAR,20250,EL PASO,592,40858,"0,0145"
2020,1,47,MAGDALENA,47318,GUAMAL,24,27918,"0,0009"
2020,2,19,CAUCA,19698,SANTANDER DE QUILICHAO,9792,113001,"0,0867"
2019,4,47,MAGDALENA,47660,SABANAS DE SAN ANGEL,327,16247,"0,0201"
2020,1,25,CUNDINAMARCA,25592,QUEBRADANEGRA,77,4927,"0,0156"
2019,4,54,NORTE DE SANTANDER,54261,EL ZULIA,613,28240,"0,0217"
2020,2,52,NARI�O,52233,CUMBITARA,44,5768,"0,0076"
2020,4,52,NARI�O,52320,GUAITARILLA,44,11325,"0,0039"
2022,3,68,SANTANDER,68689,SAN VICENTE DE CHUCURI,1802,34224,"0,0527"
2022,3,15,BOYACA,15518,PAJARITO,81,2446,"0,0331"
2019,4,05,ANTIOQUIA,05490,NECOCLI,1681,43257,"0,0389"
2021,1,88,SAN ANDRES Y PROVIDENCIA,88001,SAN ANDRES,4567,58316,"0,0783"
2022,3,44,LA GUAJIRA,44098,DISTRACCION,195,14788,"0,0132"
2020,1,15,BOYACA,15533,PAYA,17,2635,"0,0065"
2019,4,23,CORDOBA,23672,SAN ANTERO,1492,34520,"0,0432"
2019,4,41,HUILA,41306,GIGANTE,733,24634,"0,0298"
2020,3,15,BOYACA,15494,NUEVO COLON,100,5217,"0,0192"
2020,3,15,BOYACA,15550,PISBA,9,1793,"0,005"
2019,4,23,CORDOBA,23574,PUERTO ESCONDIDO,200,24036,"0,0083"
2020,1,15,BOYACA,15051,ARCABUCO,134,5978,"0,0224"
2019,4,41,HUILA,41770,SUAZA,289,22342,"0,0129"
2020,4,13,BOLIVAR,13810,TIQUISIO,41,19034,"0,0022"
2020,2,23,CORDOBA,23855,VALENCIA,1032,36343,"0,0284"
2022,2,05,ANTIOQUIA,05101,CIUDAD BOLIVAR,2570,27134,"0,0947"
2022,3,15,BOYACA,15187,CHIVATA,81,2872,"0,0282"
2020,1,52,NARI�O,52835,SAN ANDRES DE TUMACO,7371,257052,"0,0287"
2020,1,13,BOLIVAR,13810,TIQUISIO,49,19034,"0,0026"
2020,4,13,BOLIVAR,13655,SAN JACINTO DEL CAUCA,7,10643,"0,0007"
2020,2,27,CHOCO,27372,JURADO,181,6841,"0,0265"
2021,1,99,VICHADA,99524,LA PRIMAVERA,19,9743,"0,002"
2022,3,50,META,50686,SAN JUANITO,14,1263,"0,0111"
2020,4,68,SANTANDER,68235,EL CARMEN DE CHUCURI,31,21820,"0,0014"
2020,1,66,RISARALDA,66088,BELEN DE UMBRIA,982,24708,"0,0397"
2020,4,68,SANTANDER,68533,PARAMO,221,4869,"0,0454"
2019,4,86,PUTUMAYO,86760,SANTIAGO,19,7284,"0,0026"
2020,2,41,HUILA,41807,TIMANA,53,22070,"0,0024"
2020,2,47,MAGDALENA,47707,SANTA ANA,29,26075,"0,0011"
2020,4,63,QUINDIO,63594,QUIMBAYA,4166,31142,"0,1338"
2020,2,41,HUILA,41319,GUADALUPE,301,18302,"0,0164"
2019,4,76,VALLE DEL CAUCA,76233,DAGUA,4772,48758,"0,0979"
2020,2,86,PUTUMAYO,86885,VILLAGARZON,329,24096,"0,0137"
2019,4,05,ANTIOQUIA,05819,TOLEDO,206,5005,"0,0412"
2020,2,70,SUCRE,70400,LA UNION,25,12994,"0,0019"
2022,3,05,ANTIOQUIA,05125,CAICEDO,379,8802,"0,0431"
2020,2,54,NORTE DE SANTANDER,54206,CONVENCION,69,19647,"0,0035"
2020,1,52,NARI�O,52022,ALDANA,17,7361,"0,0023"
2020,4,19,CAUCA,19355,INZA,22,29441,"0,0007"
2020,1,05,ANTIOQUIA,05206,CONCEPCION,274,4758,"0,0576"
2020,4,27,CHOCO,27006,ACANDI,883,14159,"0,0624"
2022,3,13,BOLIVAR,13268,EL PE�ON,23,8281,"0,0028"
2020,3,23,CORDOBA,23068,AYAPEL,1253,47247,"0,0265"
2020,2,27,CHOCO,27006,ACANDI,984,14159,"0,0695"
2019,4,85,CASANARE,85125,HATO COROZAL,48,12203,"0,0039"
2022,3,05,ANTIOQUIA,05284,FRONTINO,1933,21346,"0,0906"
2020,2,15,BOYACA,15832,TUNUNGUA,10,1576,"0,0063"
2020,2,50,META,50680,SAN CARLOS DE GUAROA,223,12875,"0,0173"
2022,2,66,RISARALDA,66456,MISTRATO,393,17555,"0,0224"
2019,4,25,CUNDINAMARCA,25513,PACHO,367,25046,"0,0147"
2020,2,54,NORTE DE SANTANDER,54680,SANTIAGO,43,3667,"0,0117"
2020,1,18,CAQUETA,18410,LA MONTA�ITA,114,14692,"0,0078"
2020,3,05,ANTIOQUIA,05310,GOMEZ PLATA,989,9921,"0,0997"
2019,4,15,BOYACA,15212,COPER,18,3585,"0,005"
2020,1,13,BOLIVAR,13433,MAHATES,75,29355,"0,0026"
2020,2,20,CESAR,20383,LA GLORIA,81,18448,"0,0044"
2020,2,25,CUNDINAMARCA,25120,CABRERA,66,5062,"0,013"
2020,2,68,SANTANDER,68160,CEPITA,79,2025,"0,039"
2020,2,23,CORDOBA,23189,CIENAGA DE ORO,1914,60521,"0,0316"
2020,1,19,CAUCA,19743,SILVIA,26,38063,"0,0007"
